item,counts,Rec1,Rec2,Rec3,Rec4,Rec5,Rec6,Rec7,Rec8,Rec9,Rec10,Rec11,Rec12,Rec13,Rec14,Rec15,Rec16,Send_1~5,Send_6~9,Send_10,Send_11~16
농산물,5,3,0,2,3,0,0,0,0,7,1,0,4,0,2,0,0,9,13,4,11
완구/매트,3,5,0,1,1,0,0,0,2,1,6,0,3,5,3,0,0,10,1,0,9
기능성,5,5,0,1,3,0,0,0,8,1,6,0,9,1,3,0,0,14,2,6,12
가공식품,3,5,0,1,1,0,0,0,1,6,9,0,6,8,3,0,0,10,3,1,4
농산물,4,1,1,7,1,0,0,0,0,0,9,0,0,3,4,0,0,7,7,7,20
문구/사무용품,3,5,0,1,3,0,0,0,5,8,0,0,7,1,2,0,0,11,0,6,17
골프,3,5,0,1,1,0,0,0,3,2,0,0,1,5,1,0,0,16,0,1,7
주방가구,3,5,0,1,1,0,0,0,2,6,3,0,6,7,3,0,0,22,2,2,11
건강식품,4,5,0,1,1,0,0,0,4,2,9,0,1,4,4,0,0,10,3,1,4
농산물,3,4,4,2,1,0,0,0,4,1,8,0,3,0,1,0,0,9,10,1,12
농산물,4,4,1,6,7,0,0,0,3,4,0,0,9,6,1,0,0,9,4,3,14
농산물,3,3,1,2,0,0,0,0,1,2,3,0,5,6,1,0,0,7,8,0,9
생활용품,3,5,0,1,1,0,0,0,3,1,3,0,5,9,2,0,0,19,6,9,16
농산물,3,4,1,4,6,5,0,0,0,3,7,0,8,1,2,0,0,9,9,9,11
농산물,3,4,1,4,6,5,0,0,0,2,4,0,7,6,4,0,0,9,13,5,19
농산물,4,4,1,4,1,0,0,0,0,0,7,0,3,0,2,0,0,9,10,1,12
농산물,5,4,1,2,1,0,0,0,0,0,3,0,0,9,2,0,0,7,6,0,7
농산물,3,4,1,1,1,7,0,0,0,2,4,0,7,4,4,0,0,7,7,8,18
과자,30,5,0,1,1,0,0,0,2,6,4,0,6,2,4,0,0,12,2,0,7
농산물,3,4,8,1,2,5,0,0,1,8,3,0,9,1,2,0,0,9,8,4,12
농산물,3,4,1,5,9,0,0,0,2,0,9,0,9,5,3,0,0,9,8,2,13
문화컨텐츠,3,5,0,1,1,0,0,0,3,2,0,0,3,5,1,0,0,17,15,0,9
농산물,3,4,1,1,1,1,0,0,0,3,2,0,6,1,1,0,0,7,4,7,4
농산물,3,2,8,2,4,5,0,0,0,3,3,0,5,9,2,0,0,9,10,1,12
냉동/간편조리식품,4,2,6,2,0,0,0,0,0,2,3,0,9,1,4,0,0,7,1,9,10
기저귀/물티슈,5,5,0,1,1,0,0,0,3,1,5,0,8,6,2,0,0,15,7,7,14
농산물,5,3,1,1,1,0,0,0,0,2,7,0,4,8,2,0,0,7,7,8,18
농산물,7,3,1,7,1,0,0,0,3,5,6,0,4,9,2,0,0,7,9,2,9
기타식품,4,4,1,1,1,3,0,0,0,4,3,0,4,5,3,0,0,7,11,0,7
농산물,3,4,5,1,9,0,0,0,3,7,0,0,4,3,3,0,0,9,10,2,18
가공식품,3,4,3,1,5,0,0,0,2,3,5,0,4,8,3,0,0,7,3,3,10
농산물,3,2,6,2,3,0,0,0,0,2,6,0,4,1,2,0,0,9,13,8,11
농산물,3,4,7,1,7,0,0,0,4,0,3,0,3,1,3,0,0,7,8,3,7
김치,3,5,0,1,3,0,0,0,9,4,5,0,3,8,2,0,0,22,1,5,11
농산물,5,4,6,2,3,0,0,0,3,2,5,0,5,0,4,0,0,7,11,4,7
축산,4,5,0,1,1,0,0,0,3,1,4,0,5,0,3,0,0,10,3,1,7
가공식품,3,5,0,1,1,0,0,0,3,1,5,0,1,7,1,0,0,15,10,7,16
기타식품,4,5,0,1,1,0,0,0,4,8,5,0,0,8,3,0,0,17,1,0,11
농산물,3,1,1,7,1,0,0,0,0,2,0,0,6,6,4,0,0,9,8,4,9
문화컨텐츠,6,5,0,1,1,0,0,0,4,3,5,0,4,3,1,0,0,5,5,9,12
기능성,3,5,0,1,1,0,0,0,1,9,9,0,5,8,4,0,0,14,9,2,14
농산물,3,1,1,1,7,0,0,0,0,2,1,0,1,6,2,0,0,9,9,4,8
농산물,3,1,1,6,8,0,0,0,0,0,2,0,0,8,2,0,0,7,6,0,7
농산물,6,1,1,3,2,0,0,0,0,0,9,0,7,9,3,0,0,7,7,7,20
농산물,3,2,6,1,4,0,0,0,0,1,3,0,1,1,4,0,0,9,12,5,10
농산물,3,2,7,2,9,0,0,0,0,1,6,0,8,1,4,0,0,9,10,1,12
농산물,4,2,9,1,4,0,0,0,0,2,9,0,2,0,1,0,0,9,12,4,13
기타디지털/가전,3,5,0,1,1,0,0,0,9,7,2,0,9,1,2,0,0,10,0,9,11
농산물,3,3,0,1,1,0,0,0,0,4,6,0,0,5,1,0,0,9,14,5,11
농산물,3,2,6,3,5,0,0,0,0,4,6,0,8,0,2,0,0,7,14,5,14
농산물,3,4,7,1,3,0,0,0,9,2,1,0,5,5,2,0,0,9,10,1,12
농산물,3,4,4,2,7,0,0,0,4,1,7,0,7,8,1,0,0,9,10,2,5
농산물,3,1,1,1,4,0,0,0,0,0,4,0,9,9,3,0,0,9,7,0,14
건강식품,6,5,0,1,1,0,0,0,2,6,4,0,1,3,2,0,0,10,6,1,11
농산물,3,1,1,5,9,0,0,0,0,0,3,0,6,4,3,0,0,7,4,7,4
문구/사무용품,22,5,0,1,1,0,0,0,3,7,3,0,2,1,3,0,0,4,1,4,7
음료,4,5,0,1,3,0,0,0,5,3,0,0,6,2,1,0,0,16,11,3,10
농산물,6,3,0,2,0,0,0,0,1,6,2,0,1,8,3,0,0,9,10,1,12
기타식품,4,5,0,1,3,0,0,0,5,8,1,0,6,5,4,0,0,14,4,4,13
상의,4,5,0,1,1,0,0,0,5,4,4,0,7,2,3,0,0,10,3,1,4
기타화장품/미용,3,5,0,1,3,0,0,0,9,4,5,0,2,9,4,0,0,16,1,5,13
농산물,3,1,1,3,5,0,0,0,0,1,2,0,8,2,1,0,0,9,7,0,14
음료,3,5,0,1,3,0,0,0,7,0,8,0,4,8,1,0,0,15,9,9,9
스킨케어,5,5,0,1,1,0,0,0,5,4,4,0,7,2,3,0,0,10,3,1,4
인테리어소품,3,5,0,1,1,0,0,0,3,1,8,0,3,9,2,0,0,12,9,1,14
상의,3,5,0,1,1,0,0,0,4,7,6,1,0,0,3,0,0,10,3,1,4
기타식품,14,5,0,1,1,0,0,0,3,1,3,0,3,9,4,0,0,10,9,4,15
건강용품,4,5,0,1,1,0,0,0,3,1,4,0,6,9,3,0,0,12,8,8,7
농산물,3,4,1,2,7,1,0,0,0,3,7,0,6,6,3,0,0,7,7,8,18
스마트디바이스,7,5,0,1,1,0,0,0,3,7,3,0,4,4,1,0,0,13,1,4,12
농산물,3,1,1,4,1,0,0,0,0,1,2,0,3,2,4,0,0,7,3,3,10
농산물,3,2,6,3,2,0,0,0,0,3,4,0,7,5,2,0,0,9,8,4,12
반려동물,3,5,0,1,1,0,0,0,2,6,6,0,7,1,3,0,0,10,0,9,8
농산물,4,1,1,4,7,0,0,0,0,1,4,0,4,3,4,0,0,9,10,1,12
농산물,3,1,1,5,6,0,0,0,0,0,4,0,9,5,3,0,0,9,14,7,10
아우터,3,5,0,1,1,0,0,0,1,3,2,0,9,4,4,0,0,10,3,1,4
문화컨텐츠,4,5,0,1,1,0,0,0,4,3,5,0,3,9,3,0,0,17,15,9,11
냉동/간편조리식품,3,5,0,1,1,0,0,0,3,0,9,0,8,7,4,0,0,10,6,1,9
농산물,4,4,1,4,6,3,0,0,0,5,3,0,3,9,4,0,0,7,7,8,18
원피스/점프슈트,3,4,1,6,3,0,0,0,1,2,1,0,6,4,2,0,0,9,9,8,9
농산물,3,1,1,4,4,0,0,0,0,1,6,0,6,3,4,0,0,7,7,8,18
상의,4,5,0,1,1,0,0,0,2,6,4,0,5,8,1,0,0,16,3,5,10
기타패션의류,4,5,0,1,1,0,0,0,4,8,0,0,0,7,2,0,0,14,3,7,18
농산물,3,4,5,7,9,0,0,0,4,0,8,0,1,9,3,0,0,7,7,8,18
헤어케어,3,5,0,1,1,0,0,0,3,1,4,0,7,8,2,0,0,10,3,1,4
농산물,3,1,1,2,9,0,0,0,0,1,7,0,2,8,4,0,0,7,7,8,18
농산물,3,4,1,2,8,1,0,0,0,2,6,0,7,8,2,0,0,7,7,8,18
문화컨텐츠,3,5,0,1,1,0,0,0,1,7,2,0,5,0,4,0,0,17,15,0,9
농산물,3,2,8,7,1,0,0,0,5,0,1,0,7,6,4,0,0,7,8,6,4
농산물,3,4,5,7,5,0,0,0,2,7,9,0,1,0,2,0,0,7,7,8,18
농산물,4,4,1,3,6,0,0,0,3,0,9,0,1,8,1,0,0,9,12,1,7
생활용품,4,5,0,1,1,0,0,0,3,1,5,0,7,2,3,0,0,16,5,6,6
농산물,12,4,2,1,5,0,0,0,4,0,2,0,9,1,2,0,0,9,13,5,12
농산물,3,4,4,1,3,3,0,0,1,8,6,1,0,0,3,0,0,9,7,0,14
농산물,5,1,1,2,6,0,0,0,0,1,9,0,8,2,4,0,0,7,8,6,8
상의,3,5,0,1,1,0,0,0,3,1,9,0,0,5,1,0,0,13,1,4,12
농산물,3,1,1,7,4,0,0,0,0,0,6,0,8,6,2,0,0,9,7,0,14
농산물,3,1,1,3,5,0,0,0,0,0,8,0,9,3,3,0,0,7,6,4,14
농산물,3,4,3,7,5,0,0,0,2,3,4,0,1,5,3,0,0,7,14,5,14
농산물,3,2,8,2,3,7,0,0,0,1,3,0,3,9,4,0,0,9,7,0,14
농산물,3,4,1,3,6,0,0,0,0,9,7,0,4,4,3,0,0,7,7,8,18
농산물,3,4,3,1,1,1,0,0,0,5,2,0,3,0,3,0,0,9,10,1,12
농산물,10,4,4,1,3,1,0,0,1,7,0,0,3,7,1,0,0,9,10,7,14
상의,13,5,0,1,3,0,0,0,5,2,7,0,9,6,3,0,0,10,1,7,11
건강식품,51,5,0,1,1,0,0,0,2,6,4,0,1,5,2,0,0,13,1,9,12
생활용품,5,5,0,1,3,0,0,0,8,6,1,0,2,3,4,0,0,12,4,2,8
농산물,4,1,1,4,4,0,0,0,0,1,6,0,2,5,2,0,0,9,10,3,7
농산물,4,4,4,1,5,0,0,0,4,8,3,0,4,4,4,0,0,9,12,5,15
농산물,3,4,6,7,7,0,0,0,7,3,4,0,5,9,4,0,0,9,10,5,7
농산물,3,2,7,7,1,0,0,0,0,7,8,0,7,1,4,0,0,9,8,3,9
농산물,3,4,1,1,3,3,0,0,0,2,4,0,9,9,2,0,0,7,10,3,18
농산물,4,2,8,1,1,0,0,0,0,5,1,0,6,7,3,0,0,7,7,8,18
농산물,3,4,2,1,1,0,0,0,6,4,8,0,2,7,2,0,0,7,14,5,14
농산물,3,4,3,1,5,0,0,0,2,6,6,0,7,1,4,0,0,7,13,4,14
농산물,11,4,5,7,9,0,0,0,5,3,9,0,4,3,2,0,0,7,7,8,18
농산물,3,2,8,2,4,5,0,0,0,3,8,0,3,4,3,0,0,9,7,0,14
농산물,3,4,3,7,4,5,0,0,0,4,4,0,2,6,3,0,0,7,7,8,18
농산물,10,4,8,2,4,0,0,0,4,6,2,0,9,4,3,0,0,9,9,9,19
농산물,3,4,7,7,5,0,0,0,0,4,4,0,8,6,3,0,0,9,10,5,7
농산물,3,2,7,2,3,0,0,0,0,9,5,0,7,0,1,0,0,9,7,0,14
농산물,3,4,1,4,1,0,0,0,0,1,1,0,3,0,1,0,0,9,14,7,10
생활용품,4,5,0,1,1,0,0,0,3,7,2,0,1,2,1,0,0,16,9,8,16
농산물,3,4,1,1,5,0,0,0,0,8,3,0,8,2,4,0,0,9,7,0,14
농산물,10,1,1,4,4,0,0,0,0,1,5,0,9,0,4,0,0,7,7,8,18
기타디지털/가전,3,5,0,1,1,0,0,0,7,2,1,0,9,2,1,0,0,10,0,9,11
농산물,3,4,1,4,8,0,0,0,5,6,1,0,6,1,3,0,0,9,0,9,11
농산물,6,2,8,2,4,5,0,0,0,2,9,0,9,2,2,0,0,9,9,3,15
가공식품,7,5,0,1,1,0,0,0,1,6,8,0,9,5,3,0,0,7,8,3,5
농산물,3,1,1,5,4,5,0,0,0,0,5,0,6,2,4,0,0,9,10,3,7
음반,3,5,0,1,1,0,0,0,2,1,5,0,1,4,1,0,0,17,15,9,11
건강식품,4,5,0,1,1,0,0,0,1,7,2,0,1,2,3,0,0,9,9,3,15
농산물,3,4,1,2,9,0,0,0,0,0,1,0,5,3,2,0,0,7,4,7,4
농산물,3,1,1,7,1,0,0,0,0,3,0,0,5,5,2,0,0,7,7,8,18
농산물,10,4,4,7,7,0,0,0,3,0,0,0,2,8,2,0,0,9,10,1,8
농산물,7,4,7,1,9,0,0,0,5,7,2,0,1,0,3,0,0,7,7,8,18
농산물,3,1,1,3,8,0,0,0,0,1,7,0,3,0,1,0,0,9,7,0,14
농산물,7,2,8,1,8,5,0,0,0,3,2,0,0,2,1,0,0,7,7,8,18
가공식품,7,4,1,4,5,0,0,0,0,1,0,1,0,0,1,0,0,7,8,3,12
패션소품,13,5,0,1,3,0,0,0,8,0,9,0,5,0,2,0,0,10,3,1,4
농산물,3,4,3,7,1,0,0,0,1,6,0,0,0,5,3,0,0,9,7,0,14
냉동/간편조리식품,3,5,0,1,1,0,0,0,8,5,1,0,9,1,4,0,0,16,8,3,6
농산물,3,2,9,1,7,0,0,0,0,8,0,0,3,9,1,0,0,9,10,1,12
생활용품,3,5,0,1,3,0,0,0,8,2,2,0,8,5,4,0,0,16,5,6,6
농산물,3,2,6,1,4,0,0,0,0,0,9,0,6,8,4,0,0,9,10,1,12
스킨케어,4,5,0,1,1,0,0,0,2,6,6,0,1,2,1,0,0,12,1,4,6
하의,3,5,0,1,3,0,0,0,8,6,1,0,2,1,3,0,0,17,6,5,11
농산물,5,1,1,6,8,0,0,0,0,2,7,0,3,4,2,0,0,9,9,3,15
농산물,4,2,6,4,7,0,0,0,0,0,9,0,9,7,1,0,0,9,9,9,12
클렌징,6,5,0,1,1,0,0,0,3,8,8,0,4,2,4,0,0,16,0,1,7
냉동/간편조리식품,3,2,8,1,8,5,0,0,0,4,0,0,9,5,3,0,0,7,1,9,10
세탁용품,3,5,0,1,1,0,0,0,4,2,3,0,9,1,1,0,0,11,13,3,15
농산물,3,4,7,1,3,0,0,0,5,0,2,0,3,4,1,0,0,9,10,1,12
농산물,4,4,1,1,3,5,0,0,0,6,3,0,0,3,3,0,0,7,6,4,17
농산물,3,4,5,1,1,3,0,0,0,5,6,0,2,4,1,0,0,7,4,7,4
농산물,3,4,1,1,3,3,0,0,0,0,3,0,1,6,2,0,0,7,4,7,4
음료,5,4,1,1,7,1,0,0,0,1,7,0,7,9,4,0,0,7,8,6,9
건강식품,3,1,1,1,7,0,0,0,0,2,2,0,3,7,3,0,0,9,5,2,7
농산물,3,4,1,3,7,0,0,0,0,0,5,0,6,5,1,0,0,9,14,2,15
농산물,4,4,1,6,5,0,0,0,7,2,8,0,1,2,3,0,0,7,7,8,18
농산물,3,3,0,2,0,0,0,0,0,3,3,0,7,8,3,0,0,9,10,1,12
농산물,3,4,6,8,3,0,0,0,0,4,1,0,6,5,3,0,0,7,10,9,12
농산물,4,2,7,2,6,0,0,0,0,0,1,0,2,1,2,0,0,7,3,3,10
냉동/간편조리식품,41,4,1,2,8,5,0,0,0,3,4,0,9,0,3,0,0,7,4,8,17
농산물,3,4,4,2,3,0,0,0,3,6,6,0,8,9,3,0,0,9,9,9,19
농산물,20,2,8,1,8,5,0,0,0,3,9,0,3,9,1,0,0,9,10,1,12
농산물,5,4,1,3,9,0,0,0,1,1,1,0,4,4,1,0,0,7,7,8,18
농산물,3,1,1,2,3,0,0,0,0,1,4,0,6,4,2,0,0,7,7,8,18
농산물,6,3,0,1,7,0,0,0,0,2,9,0,7,7,3,0,0,9,7,0,14
농산물,4,4,1,2,1,0,0,0,0,0,7,0,9,0,4,0,0,7,7,8,18
농산물,3,3,0,2,0,0,0,0,0,8,8,0,1,8,2,0,0,7,4,7,4
농산물,5,1,1,7,1,0,0,0,0,3,0,0,5,5,2,0,0,7,6,4,17
음료,3,4,1,4,8,0,0,0,5,8,6,0,3,3,1,0,0,7,9,2,9
농산물,3,2,9,2,0,0,0,0,0,9,3,0,2,9,4,0,0,7,4,7,4
문화컨텐츠,3,5,0,1,1,0,0,0,3,1,8,0,2,6,4,0,0,17,15,0,9
농산물,6,2,9,1,7,0,0,0,0,3,8,0,1,6,2,0,0,9,13,1,19
농산물,4,1,1,6,8,0,0,0,0,2,0,0,9,3,4,0,0,9,10,0,10
농산물,3,4,6,1,3,0,0,0,4,1,1,0,6,7,4,0,0,9,10,5,13
기저귀/물티슈,3,5,0,1,1,0,0,0,3,7,8,0,1,4,3,0,0,10,3,1,4
농산물,3,4,5,1,3,0,0,0,1,5,0,0,5,3,1,0,0,7,8,5,15
농산물,6,3,0,2,3,0,0,0,0,5,2,0,9,9,4,0,0,9,10,7,18
농산물,5,2,8,1,8,5,0,0,0,2,7,0,5,6,1,0,0,9,2,5,5
문화컨텐츠,4,5,0,1,1,0,0,0,4,2,9,0,2,0,2,0,0,17,15,0,9
음료,4,2,7,2,3,0,0,0,0,3,5,0,7,0,1,0,0,7,3,7,11
농산물,3,4,6,1,3,0,0,0,3,6,7,0,0,2,2,0,0,7,7,5,11
음료,26,4,6,8,4,0,0,0,0,4,6,0,7,2,1,0,0,7,12,6,8
수산,6,4,5,1,4,0,0,0,1,5,7,0,7,9,4,0,0,7,4,3,10
농산물,3,4,1,2,8,7,0,0,0,1,1,0,8,6,3,0,0,7,7,8,18
농산물,3,4,1,3,9,0,0,0,0,9,8,0,1,8,1,0,0,7,7,8,18
농산물,3,2,8,2,3,7,0,0,0,1,0,0,6,2,1,0,0,9,7,0,14
농산물,22,4,7,1,5,0,0,0,2,9,9,0,9,1,2,0,0,9,14,7,10
농산물,3,4,1,2,8,1,0,0,1,1,5,0,9,1,3,0,0,9,10,1,12
농산물,5,5,0,1,3,0,0,0,7,7,6,0,7,8,3,0,0,7,9,7,8
과자,50,5,0,1,1,0,0,0,2,6,4,0,5,6,3,0,0,11,13,6,13
농산물,5,4,1,2,7,1,0,0,0,1,8,0,7,3,4,0,0,9,15,0,12
농산물,3,4,1,1,9,5,0,0,0,2,1,0,0,5,2,0,0,9,14,8,6
기저귀/물티슈,4,5,0,1,3,0,0,0,9,0,5,0,5,4,2,0,0,10,3,1,4
농산물,3,4,1,4,1,0,0,0,0,0,5,0,4,4,3,0,0,7,9,6,9
농산물,4,4,2,7,3,0,0,0,7,1,3,0,4,8,2,0,0,7,4,7,4
냉동/간편조리식품,4,5,0,1,1,0,0,0,3,7,3,0,3,2,2,0,0,19,6,9,16
농산물,3,2,8,1,4,0,0,0,0,0,7,0,3,7,2,0,0,7,4,7,4
농산물,3,2,8,2,0,0,0,0,0,1,5,0,8,2,2,0,0,9,7,0,14
과자,3,5,0,1,1,0,0,0,1,7,4,0,8,4,2,0,0,16,5,9,6
농산물,5,5,0,1,1,0,0,0,4,8,1,0,0,1,2,0,0,10,1,9,4
음료,5,5,0,1,1,0,0,0,2,1,4,0,9,5,2,0,0,10,2,1,4
농산물,3,4,1,4,5,0,0,0,0,0,4,0,9,5,3,0,0,7,7,8,18
농산물,4,1,1,5,3,0,0,0,0,1,7,0,3,4,2,0,0,7,4,7,4
농산물,4,4,1,4,3,0,0,0,0,3,7,0,0,7,1,0,0,7,11,8,15
농산물,4,4,1,4,6,5,0,0,0,2,3,0,4,9,1,0,0,7,8,6,4
농산물,3,4,2,1,5,0,0,0,0,7,3,0,3,5,1,0,0,7,7,8,18
문화컨텐츠,11,3,6,1,1,0,0,0,3,4,0,0,7,4,2,0,0,7,10,4,12
농산물,3,1,1,1,1,0,0,0,0,1,9,0,4,7,1,0,0,9,14,7,10
농산물,3,2,8,1,7,0,0,0,0,1,0,0,8,0,1,0,0,9,8,2,13
농산물,3,1,1,3,8,0,0,0,0,2,1,0,5,9,4,0,0,9,12,1,7
농산물,3,1,1,3,2,0,0,0,0,1,6,0,4,0,3,0,0,7,7,8,18
음료,3,4,1,1,3,5,0,0,0,5,1,0,0,2,4,0,0,7,10,6,12
건강식품,38,5,0,1,1,0,0,0,4,3,5,0,8,3,4,0,0,17,9,9,18
농산물,3,4,1,1,5,0,0,0,0,3,9,0,4,3,3,0,0,7,4,7,4
농산물,8,4,1,2,2,0,0,0,1,6,0,0,7,2,4,0,0,7,8,5,13
농산물,3,2,8,1,1,0,0,0,2,0,0,0,9,8,2,0,0,7,7,8,18
농산물,5,4,1,5,5,0,0,0,3,5,8,0,2,6,2,0,0,7,3,5,11
냉동/간편조리식품,4,5,0,1,1,0,0,0,3,1,5,0,5,1,3,0,0,19,6,9,16
농산물,5,4,1,1,5,0,0,0,0,2,4,0,5,0,1,0,0,7,7,8,18
농산물,3,4,8,1,2,1,0,0,2,0,7,0,4,4,4,0,0,9,14,7,10
과자,3,5,0,1,1,0,0,0,2,1,9,0,7,9,1,0,0,16,10,8,10
축산,5,5,0,1,1,0,0,0,1,3,9,0,0,7,2,0,0,25,8,7,12
농산물,5,1,1,4,1,0,0,0,0,0,8,0,6,9,4,0,0,9,7,0,14
건강용품,42,5,0,1,1,0,0,0,3,7,4,0,4,1,3,0,0,24,0,5,11
아우터,3,5,0,1,1,0,0,0,3,7,2,0,7,6,2,0,0,16,2,3,14
농산물,3,4,1,4,8,0,0,0,6,9,4,0,0,4,2,0,0,7,14,5,14
농산물,10,4,1,1,1,7,0,0,0,1,7,0,9,2,1,0,0,7,6,4,17
농산물,3,4,3,1,1,3,0,0,0,3,5,0,0,8,3,0,0,9,9,2,5
문화컨텐츠,3,5,0,1,1,0,0,0,3,2,0,0,4,6,2,0,0,17,14,7,16
농산물,3,4,1,1,1,7,0,0,0,0,2,0,7,4,4,0,0,7,7,8,18
가공식품,3,5,0,1,1,0,0,0,3,7,4,0,3,7,2,0,0,10,1,7,7
농산물,3,4,8,3,3,0,0,0,4,4,5,0,9,8,1,0,0,7,3,3,10
농산물,3,2,8,2,3,7,0,0,0,0,5,0,1,8,3,0,0,9,8,2,13
기타식품,3,5,0,1,1,0,0,0,1,6,6,0,9,8,1,0,0,16,9,0,13
음반,3,1,1,2,1,5,0,0,0,1,0,0,8,4,3,0,0,7,14,5,11
농산물,4,2,9,1,5,5,0,0,0,0,9,0,5,9,4,0,0,9,13,3,4
농산물,3,1,1,2,9,0,0,0,0,1,3,0,5,5,1,0,0,7,7,8,18
농산물,3,4,1,4,6,1,0,0,2,4,2,0,1,9,3,0,0,7,8,8,9
농산물,3,4,1,4,6,5,0,0,0,2,7,0,4,5,2,0,0,7,4,8,7
농산물,3,4,1,1,9,5,0,0,0,2,0,0,7,8,4,0,0,7,4,7,4
농산물,3,4,1,1,1,1,0,0,0,2,1,0,8,9,2,0,0,9,13,5,19
농산물,3,4,1,2,7,1,0,0,0,0,3,0,6,3,3,0,0,9,13,3,4
농산물,37,4,4,7,9,0,0,0,1,5,0,0,6,5,4,0,0,7,8,1,12
아우터,3,5,0,1,1,0,0,0,5,3,2,0,7,0,3,0,0,10,1,3,14
상의,3,5,0,1,3,0,0,0,6,3,9,0,1,8,1,0,0,13,1,4,12
농산물,5,4,5,1,1,3,0,0,0,8,9,0,3,4,4,0,0,9,14,8,12
수산,4,5,0,1,1,0,0,0,4,2,9,0,2,0,2,0,0,14,6,0,11
농산물,3,4,1,2,8,5,0,0,0,3,9,0,8,4,2,0,0,9,10,1,12
건강식품,3,5,0,1,1,0,0,0,3,1,9,0,2,5,2,0,0,10,3,1,4
농산물,13,4,1,2,7,3,0,0,0,5,6,0,4,9,1,0,0,9,8,4,9
문화컨텐츠,3,5,0,1,1,0,0,0,3,1,4,0,4,9,2,0,0,17,15,0,9
농산물,6,4,1,3,6,0,0,0,0,9,6,0,5,2,1,0,0,7,6,4,14
농산물,24,4,5,1,4,0,0,0,3,6,0,0,1,9,1,0,0,9,9,9,11
농산물,3,1,1,2,9,0,0,0,0,1,8,0,7,2,4,0,0,9,7,0,14
문화컨텐츠,3,5,0,1,1,0,0,0,4,2,9,0,1,7,3,0,0,17,15,0,9
농산물,3,3,1,1,4,0,0,0,0,2,7,0,0,1,4,0,0,7,11,1,7
농산물,3,2,6,7,1,0,0,0,2,1,4,0,1,5,1,0,0,9,10,1,12
농산물,15,4,8,8,4,0,0,0,0,6,2,0,3,5,3,0,0,7,3,3,10
수산,24,2,8,2,3,7,0,0,0,1,3,0,2,7,1,0,0,7,4,6,9
농산물,3,4,5,1,8,0,0,0,5,8,7,0,5,9,3,0,0,9,15,1,5
농산물,4,2,8,2,0,0,0,0,0,1,3,0,2,8,1,0,0,7,7,8,18
농산물,4,1,1,5,0,0,0,0,0,2,2,0,6,6,2,0,0,9,13,6,10
농산물,3,4,7,1,9,0,0,0,5,1,7,0,4,6,4,0,0,7,8,9,19
음료,8,5,0,1,1,0,0,0,2,6,5,0,2,6,3,0,0,14,8,8,12
농산물,6,4,1,3,7,0,0,0,0,1,8,0,5,6,2,0,0,7,7,8,18
음료,5,2,9,1,1,0,0,0,0,0,6,0,4,7,4,0,0,9,9,9,12
헤어케어,10,5,0,1,3,0,0,0,0,0,4,0,6,2,4,0,0,19,9,7,13
농산물,3,2,7,2,3,0,0,0,0,2,9,0,3,8,4,0,0,7,4,7,4
농산물,3,1,1,2,1,5,0,0,0,1,1,0,9,8,3,0,0,7,6,4,17
상의,3,5,0,1,1,0,0,0,3,7,4,0,4,7,1,0,0,10,0,9,6
문화컨텐츠,3,5,0,1,1,0,0,0,4,3,5,0,5,3,4,0,0,17,15,0,10
농산물,3,4,4,2,7,0,0,0,3,8,9,0,8,8,2,0,0,7,4,7,4
문화컨텐츠,4,5,0,1,1,0,0,0,3,1,8,0,4,4,1,0,0,14,7,8,10
농산물,3,1,1,5,4,5,0,0,0,0,1,0,8,4,2,0,0,7,11,4,7
농산물,5,3,0,1,7,0,0,0,0,1,0,0,6,1,4,0,0,9,8,4,9
농산물,5,4,1,2,2,0,0,0,2,2,5,0,8,3,4,0,0,7,4,7,13
농산물,3,1,1,5,6,0,0,0,0,2,3,0,6,3,1,0,0,9,7,0,14
농산물,3,4,1,4,1,0,0,0,0,1,8,0,0,4,1,0,0,7,3,3,10
농산물,5,4,7,1,9,0,0,0,5,9,2,0,8,3,2,0,0,9,10,1,12
농산물,3,1,1,4,4,0,0,0,0,0,8,0,7,4,3,0,0,7,6,4,17
농산물,3,2,6,4,1,0,0,0,0,6,0,0,8,4,3,0,0,7,7,8,18
생활용품,4,5,0,1,1,0,0,0,5,9,6,0,1,2,2,0,0,10,3,1,4
농산물,3,4,1,4,1,0,0,0,0,1,7,0,5,2,4,0,0,9,10,1,12
농산물,20,2,6,2,3,0,0,0,0,1,2,0,0,8,1,0,0,7,8,6,4
문화컨텐츠,4,5,0,1,1,0,0,0,4,3,4,0,5,1,3,0,0,17,15,0,9
농산물,5,2,9,1,4,0,0,0,0,2,6,0,0,8,2,0,0,9,4,6,10
계절가전,3,5,0,1,1,0,0,0,3,3,1,0,8,4,2,0,0,19,6,9,16
농산물,5,4,6,9,1,0,0,0,8,1,1,0,9,8,2,0,0,7,4,4,11
음료,7,5,0,1,3,0,0,0,9,0,8,0,2,1,4,0,0,10,7,0,17
농산물,3,4,1,4,6,3,0,0,0,2,9,0,4,6,4,0,0,9,8,2,13
농산물,3,2,6,7,1,0,0,0,2,0,3,1,0,0,2,0,0,9,8,2,13
농산물,3,1,1,2,9,0,0,0,0,1,0,0,8,5,3,0,0,9,7,0,14
농산물,3,3,1,1,4,0,0,0,0,0,7,0,9,4,1,0,0,9,10,1,12
농산물,4,4,6,2,3,0,0,0,4,4,3,0,1,8,2,0,0,9,10,1,12
